Address,Price,Neighbourhood,Quadrant,PostalArea,Province,PropertyType,Beds,Baths,SqFt,PricePerSqFt,PriceTier,BedBand,Brokerage
130 Copperstone Grove SE,514900,Copperfield,SE,T2Z,AB,House/Town,4,3.0,1167,441,$500K-750K,4,RE/MAX Realty Professionals
148 Christie Park View SW,1295000,Christie Park,SW,T3H,AB,House/Town,5,3.0,1666,777,$1M-2M,5+,Royal Lepage Benchmark
8531 8A Ave SW #214,425000,West Springs,SW,T3H,AB,Condo/Apt,2,2.0,945,450,$300K-500K,2,RE/MAX House Of Real Estate
58 Evansbrooke Way NW,649900,Evanston,NW,T3P,AB,House/Town,4,2.5,1947,334,$500K-750K,4,Cir Realty
3437 42 St NW #163,539900,Landmark Estates,NW,T3A,AB,Condo/Apt,2,2.5,1686,320,$500K-750K,2,Century 21 Bamber Realty Ltd.
1087 2 Ave NW #308,255000,Sunnyside,NW,T2N,AB,Condo/Apt,1,1.0,424,601,< $300K,1,Exp Realty
5401 54 St NE,349000,Falconridge,NE,T3J,AB,House/Town,3,1.5,1022,341,$300K-500K,3,Cir Realty
413 Silverado Ranch Manor SW,1799000,Silverado,SW,T2X,AB,House/Town,3,2.5,3488,516,$1M-2M,3,Homecare Realty Ltd.
4119 46 Ave SW,499900,Glamorgan,SW,T3E,AB,House/Town,4,2.0,2210,226,$300K-500K,4,RE/MAX Landan Real Estate
302 Skyview Ranch Dr NE #4316,329000,Skyview Ranch,NE,T3N,AB,Condo/Apt,2,2.0,848,388,$300K-500K,2,RE/MAX Landan Real Estate
723 57 Ave SW #105,199000,Windsor Park,SW,T2V,AB,Condo/Apt,1,1.0,615,324,< $300K,1,RE/MAX Real Estate (Central)
437 Auburn Bay Dr SE,695000,Auburn Bay,SE,T3M,AB,House/Town,3,2.5,2128,327,$500K-750K,3,Century 21 Bravo Realty
1735 11 Ave SW #109,249000,Sunalta,SW,T3C,AB,Condo/Apt,2,1.0,807,309,< $300K,2,Charles
4295 8 Ave SW,799000,Rosscarrock,SW,T3C,AB,House/Town,3,3.5,1612,496,$750K-1M,3,Cir Realty
5011 21A St SW,1199000,Altadore,SW,T2T,AB,House/Town,4,3.5,2006,598,$1M-2M,4,RE/MAX House Of Real Estate
60 34 Ave SW #2,649900,Erlton,SW,T2S,AB,Condo/Apt,2,3.5,1309,496,$500K-750K,2,Exp Realty
26 Bridlecreek Park SW,649900,Bridlewood,SW,T2Y,AB,House/Town,4,2.5,2158,301,$500K-750K,4,Paramount Real Estate Corporation
91 Woodborough Crescent SW,550000,Woodbine,SW,T2W,AB,House/Town,4,2.0,1141,482,$500K-750K,4,Paramount Real Estate Corporation
215 Village Terrace SW #1,269900,Patterson,SW,T3H,AB,Condo/Apt,2,2.0,819,330,< $300K,2,Paramount Real Estate Corporation
87 Aspen Hills Dr SW,425000,Zen In Aspen,SW,T3H,AB,House/Town,2,2.5,1044,407,$300K-500K,2,RE/MAX Complete Realty
50 Cornerstone Passage NE #406,445000,Cornerstone,NE,T3N,AB,Condo/Apt,4,2.5,1483,300,$300K-500K,4,Real Estate Professionals Inc.
46 Evansfield Park NW,849900,Evanston,NW,T3P,AB,House/Town,4,3.5,2478,343,$750K-1M,4,Royal Lepage Benchmark
6203 Lakeview Dr SW,699800,Lakeview,SW,T3E,AB,House/Town,2,2.0,1136,616,$500K-750K,2,RE/MAX Realty Professionals
208 Sceptre Ct NW,819000,Scenic Acres,NW,T3L,AB,House/Town,3,3.5,1974,415,$750K-1M,3,Royal Lepage Solutions
70 Royal Oak Plaza NW #305,245900,Royal Oak,NW,T3G,AB,Condo/Apt,1,1.0,606,406,< $300K,1,Unison Realty Group Ltd.
907 Evanston Square NW,425000,Evanston Square,NW,T3P,AB,House/Town,3,2.5,1136,374,$300K-500K,3,Real Broker
15 Wheatland Ave SW,849900,Westgate,SW,T3C,AB,House/Town,4,3.0,1360,625,$750K-1M,4,Century 21 Bamber Realty Ltd.
8 Bridlecrest Dr SW #2426,289900,Bridlewood,SW,T2Y,AB,Condo/Apt,2,1.0,755,384,< $300K,2,Real Estate Professionals Inc.
3240 66 Ave SW #1305,524500,Lakeview Green 3,SW,T3E,AB,Condo/Apt,2,2.5,1655,317,$500K-750K,2,Exp Realty
410 Seton Passage SE #3111,475000,Seton,SE,T3M,AB,Condo/Apt,3,2.5,1121,424,$300K-500K,3,Century 21 Bamber Realty Ltd.
928 2 Ave NE,479900,Bridgeland/Riverside,NE,T2E,AB,House/Town,2,1.0,873,550,$300K-500K,2,Real Estate Professionals Inc.
121 Silverado Ponds Way SW,799900,Silverado,SW,T2X,AB,House/Town,3,2.5,2543,315,$750K-1M,3,Homecare Realty Ltd.
165 Manora Place NE #242,220000,Marlborough Park,NE,T2A,AB,Condo/Apt,2,2.0,888,248,< $300K,2,Cir Realty
848 Mckenzie Dr SE,699000,Mckenzie Lake,SE,T2X,AB,House/Town,4,2.5,1799,389,$500K-750K,4,Purpose Realty
324 Tuscany Valley View NW,688000,Tuscany,NW,T3L,AB,House/Town,3,2.5,1809,380,$500K-750K,3,Grand Realty
13104 Elbow Dr SW #602,249900,Canyon Creek Heights,SW,T2W,AB,Condo/Apt,2,1.0,830,301,< $300K,2,Listed by Christopher Lofgren
210 20 Ave NW,450000,Tuxedo Park,NW,T2M,AB,House/Town,3,2.0,833,540,$300K-500K,3,Exp Realty
1620 Crescent Rd NW,744000,Rosedale,NW,T2M,AB,House/Town,3,2.0,981,758,$500K-750K,3,Royal Lepage Benchmark
2022 Canyon Meadows Dr SE #308,289900,Queensland,SE,T2J,AB,Condo/Apt,2,2.0,893,325,< $300K,2,Cir Realty
11 Mahogany Row SE #1210,395000,Mahogany,SE,T3M,AB,Condo/Apt,2,2.0,938,421,$300K-500K,2,RE/MAX Realty Professionals
90 Tuscany Ridge Heights NW,675000,Tuscany,NW,T3L,AB,House/Town,4,3.0,1185,570,$500K-750K,4,Century 21 Bamber Realty Ltd.
505 19 Ave SW #503,219000,Cliff Bungalow,SW,T2S,AB,Condo/Apt,1,1.0,503,435,< $300K,1,Exp Realty
160 Erin Croft Crescent SE,500000,Erin Woods,SE,T2B,AB,House/Town,4,2.0,914,547,$500K-750K,4,Exp Realty
47 Rundlelawn Ct NE,419000,Rundle,NE,T2Y,AB,House/Town,4,2.0,868,483,$300K-500K,4,Grand Realty
202 Point Mckay Terrace NW,525000,Point Mckay,NW,T3B,AB,House/Town,3,2.5,1419,370,$500K-750K,3,RE/MAX Real Estate (Central)
218 Costa Mesa Close NE,549900,Monterey Park,NE,T1Y,AB,House/Town,4,3.5,1371,401,$500K-750K,4,Exp Realty
28 Skyview Springs Crescent NE,729900,Skyview Ranch,NE,T3N,AB,House/Town,3,3.5,2105,347,$500K-750K,3,RE/MAX Real Estate (Central)
124 Nolan Hill Heights NW,499900,Nolan Hill,NW,T3R,AB,House/Town,3,2.5,1551,322,$300K-500K,3,RE/MAX Real Estate (Mountain View)
1606 34 Ave SW #4,374900,South CA,SW,T2T,AB,Condo/Apt,2,1.5,1076,348,$300K-500K,2,RE/MAX Real Estate (Central)
155 Wolf Willow Ave SE,550000,Wolf Willow,SE,T2X,AB,House/Town,3,2.5,1313,419,$500K-750K,3,Real Broker
2210 Oakmoor Dr SW #31,400000,Oakmoor Village,SW,T2V,AB,Condo/Apt,3,2.5,1235,324,$300K-500K,3,Real Broker
210 15 Ave SE #2105,399900,Beltline,SE,T2G,AB,Condo/Apt,2,2.0,845,473,$300K-500K,2,The Home Hunters Real Estate Group Ltd.
256 Whiteridge Place NE,350000,Whitehorn,NE,T1Y,AB,House/Town,3,2.0,1013,346,$300K-500K,3,Maxwell Canyon Creek
4769 Hubalta Rd SE #1,299900,Century Manor,SE,T2B,AB,Condo/Apt,3,1.5,980,306,< $300K,3,Cir Realty
11 Somerglen Crescent SW,725000,Somerset,SW,T2Y,AB,House/Town,4,2.5,1811,400,$500K-750K,4,RE/MAX House Of Real Estate
70 Panamount Dr NW #5206,307000,Panorama Hills,NW,T3K,AB,Condo/Apt,2,2.0,940,327,$300K-500K,2,Century 21 Argos Realty
155 Queen Anne Way SE,640000,Queensland,SE,T2J,AB,House/Town,5,3.0,1214,527,$500K-750K,5+,Real Estate Professionals Inc.
2603 3 Ave NW,835000,West Hillhurst,NW,T2N,AB,House/Town,4,2.0,845,988,$750K-1M,4,RE/MAX Real Estate (Central)
1915 45 Ave SW,1399900,Altadore,SW,T2T,AB,House/Town,3,3.5,1880,745,$1M-2M,3,RE/MAX Realty Professionals
401 55 Ave SW,749900,Windsor Park,SW,T2V,AB,House/Town,7,3.5,1546,485,$500K-750K,5+,Real Broker
825 4 St NE #102,209900,Renfrew,NE,T2E,AB,Condo/Apt,2,1.0,729,288,< $300K,2,The Real Estate Company
2317 17A St SW #302,249900,Bankview,SW,T2T,AB,Condo/Apt,2,1.0,773,323,< $300K,2,2% Realty
100 Midland Crescent SE,589900,Midnapore,SE,T2X,AB,House/Town,4,3.0,1110,531,$500K-750K,4,RE/MAX Landan Real Estate
320 Meredith Rd NE #802,439000,Crescent Heights,NE,T2E,AB,Condo/Apt,2,1.5,1493,294,$300K-500K,2,2% Realty
8355 19 Ave SW #112,799900,Springbank Hill,SW,T3H,AB,Condo/Apt,2,2.5,1444,554,$750K-1M,2,Century 21 Bamber Realty Ltd.
702 Signal Hill Green SW,318800,Signal Hill Green,SW,T3H,AB,House/Town,3,1.5,1048,304,$300K-500K,3,RE/MAX Realty Professionals
533 Abinger Rd NE,299990,Abbeydale,NE,T2A,AB,House/Town,3,1.5,1062,282,< $300K,3,RE/MAX Real Estate (Mountain View)
106 Scenic Glen Close NW,769000,Scenic Acres,NW,T3L,AB,House/Town,5,3.5,2424,317,$750K-1M,5+,Listed by Angela Els
81 Legacy Blvd SE #2201,299800,Legacy,SE,T2X,AB,Condo/Apt,2,2.0,951,315,< $300K,2,Exp Realty
128 Savanna Walk NE,299900,Saddle Ridge,NE,T3J,AB,House/Town,2,1.0,574,522,< $300K,2,Cir Realty
9923 Oakridge Rd SW,899900,Oakridge,SW,T2V,AB,House/Town,4,2.5,1769,509,$750K-1M,4,Ally Realty
160 Cornerstone Passage NE,585000,Cornerstone,NE,T3N,AB,House/Town,3,2.5,1376,425,$500K-750K,3,Prep Realty
39 Aspen Summit Park SW,1595000,Aspen Woods,SW,T3H,AB,House/Town,4,3.5,2875,555,$1M-2M,4,RE/MAX House Of Real Estate
838 19 Ave SW #203,384900,Lower Mount Royal,SW,T2T,AB,Condo/Apt,2,2.0,1133,340,$300K-500K,2,RE/MAX Irealty Innovations
1835 Na'a Dr SW,610000,Medicine Hill,SW,T3H,AB,House/Town,3,2.5,1595,382,$500K-750K,3,Cir Realty
845 Northmount Dr NW,499999,Collingwood,NW,T2L,AB,House/Town,4,2.0,792,631,$300K-500K,4,Cir Realty
1540 Sherwood Blvd NW #1118,210000,Sherwood,NW,T3R,AB,Condo/Apt,1,1.0,694,303,< $300K,1,Real Estate Professionals Inc.
112 Arbour Lake Hill NW,859900,Arbour Lake,NW,T3G,AB,House/Town,4,2.5,2325,370,$750K-1M,4,Real Broker
169 Valley Pointe Way NW,809900,Valley Ridge,NW,T3B,AB,House/Town,4,3.5,2254,359,$750K-1M,4,Royal Lepage Benchmark
4420 19 Ave NW,729900,Montgomery,NW,T3B,AB,House/Town,3,2.5,1780,410,$500K-750K,3,Coldwell Banker Complete Real Estate
50 Beddington Gardens NE,399900,Beddington Heights,NE,T3K,AB,House/Town,3,2.5,1333,300,$300K-500K,3,Jessica Chan Real Estate & Management Inc.
14415 Parkland Blvd SE,999900,Parkland,SE,T2J,AB,House/Town,4,3.0,1314,761,$750K-1M,4,Century 21 Bamber Realty Ltd.
42 6A St NE #301,319900,Bridgeland/Riverside,NE,T2E,AB,Condo/Apt,2,2.0,879,364,$300K-500K,2,Independent Broker
223 Sage Hill Grove NW,479000,Sage Hill,NW,T3R,AB,House/Town,3,2.5,1169,410,$300K-500K,3,Royal Lepage Metro
2423 56 St NE #301,325000,Pineridge,NE,T1Y,AB,Condo/Apt,3,2.5,1150,283,$300K-500K,3,Hope Street Real Estate Corp.
546 Panamount Blvd NW,829000,Panorama Hills,NW,T3K,AB,House/Town,5,3.5,2120,391,$750K-1M,5+,Cir Realty
718 Salisbury Ave SE,1049900,Ramsay,SE,T2G,AB,House/Town,3,2.0,1010,1040,$1M-2M,3,Cir Realty
3 Chatham Dr NW,636100,Charleswood,NW,T2L,AB,House/Town,3,2.0,1249,509,$500K-750K,3,Houston Realty.Ca
600 Princeton Way SW #701,1150000,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.0,1724,667,$1M-2M,2,RE/MAX House Of Real Estate
29 Edgevalley Way NW,1250000,Edgemont,NW,T3A,AB,House/Town,6,4.0,3078,406,$1M-2M,5+,RE/MAX Real Estate (Mountain View)
1208 40 Ave NW,639900,Highwood,NW,T2K,AB,House/Town,3,2.0,1382,463,$500K-750K,3,Royal Lepage Benchmark
1212 Bantry St NE,599800,Renfrew,NE,T2E,AB,House/Town,3,2.0,710,845,$500K-750K,3,Cir Realty
710 Salisbury Ave SE,949900,Ramsay,SE,T2G,AB,House/Town,4,2.0,1075,884,$750K-1M,4,Cir Realty
3420 50 St NW #101,200000,Varsity,NW,T3A,AB,Condo/Apt,1,1.0,547,366,< $300K,1,Cir Realty
33 Saddlebrook Circle NE,558000,Saddle Ridge,NE,T3J,AB,House/Town,6,2.5,1048,532,$500K-750K,5+,Real Estate Professionals Inc.
706 Salisbury Ave SE,949900,Ramsay,SE,T2G,AB,House/Town,2,1.0,946,1004,$750K-1M,2,Cir Realty
5 Royal Oak Plaza NW,429900,Royal Oak,NW,T3G,AB,House/Town,2,2.5,1328,324,$300K-500K,2,RE/MAX Irealty Innovations
114 Douglas Glen Park SE,415000,Douglas Glen Gardens,SE,T2Z,AB,House/Town,3,2.5,1314,316,$300K-500K,3,Century 21 Bamber Realty Ltd.
240 Skyview Ranch Rd NE #4207,325000,Skyview Ranch,NE,T3N,AB,Condo/Apt,2,2.0,943,345,$300K-500K,2,Real Estate Professionals Inc.
5035 Vanstone Crescent NW,645000,Varsity,NW,T3A,AB,House/Town,4,1.5,1258,513,$500K-750K,4,RE/MAX Real Estate (Mountain View)
3000 Somervale Ct SW #417,275000,Somerset,SW,T2Y,AB,Condo/Apt,2,1.0,843,326,< $300K,2,Cir Realty
228 Hunterbrook Place NW,548000,Huntington Hills,NW,T2K,AB,House/Town,3,2.0,1152,476,$500K-750K,3,Century 21 Bamber Realty Ltd.
31 Cougar Ridge View SW,824900,Cougar Ridge,SW,T3H,AB,House/Town,5,3.5,2098,393,$750K-1M,5+,Real Broker
1332 11 Ave SE,1299600,Inglewood,SE,T2G,AB,House/Town,6,4.0,2093,621,$1M-2M,5+,RE/MAX Realty Professionals
230 Seton Passage SE #39,475000,Seton,SE,T3M,AB,Condo/Apt,2,2.5,1389,342,$300K-500K,2,Cir Realty
1540 Sherwood Blvd NW #1310,298800,Sherwood,NW,T3R,AB,Condo/Apt,2,2.0,831,360,< $300K,2,RE/MAX Real Estate (Central)
3830 Brentwood Rd NW #203,318000,Brentwood,NW,T2L,AB,Condo/Apt,1,1.0,562,566,$300K-500K,1,Synterra Realty
1707 23 Ave SW,575000,Bankview,SW,T2T,AB,House/Town,2,3.0,1081,532,$500K-750K,2,Listed by Breanna Albrecht
16 Rock Lake Heights NW,1190000,Rocky Ridge,NW,T3G,AB,House/Town,4,3.5,2646,450,$1M-2M,4,Homecare Realty Ltd.
10093 46 St NE,560000,Saddle Ridge,NE,T3J,AB,House/Town,3,2.5,1501,373,$500K-750K,3,Century 21 Bravo Realty
2207 Victoria Crescent NW,899900,Banff Trail,NW,T2M,AB,House/Town,4,2.0,1296,694,$750K-1M,4,RE/MAX House Of Real Estate
47 Macewan Meadow Link NW,549999,Macewan Glen,NW,T3K,AB,House/Town,4,2.0,887,620,$500K-750K,4,Homecare Realty Ltd.
728 Whitehill Way,385000,Whitehorn,Other,T1Y,AB,House/Town,3,1.5,903,426,$300K-500K,3,RE/MAX Real Estate (Central)
911 Shawnee Dr SW,745000,Shawnee Slopes,SW,T2Y,AB,House/Town,5,3.5,2730,273,$500K-750K,5+,RE/MAX Irealty Innovations
10 Chapalina Green SE,775000,Chaparral,SE,T2X,AB,House/Town,4,3.5,2127,364,$750K-1M,4,Listed by James Schaeffler
4303 1 St NE #317,300000,Highland Park,NE,T2E,AB,Condo/Apt,2,2.0,1043,288,$300K-500K,2,Exp Realty
6118 80 Ave NE #1313,325000,Saddle Ridge,NE,T3J,AB,Condo/Apt,2,2.0,933,348,$300K-500K,2,RE/MAX Real Estate (Mountain View)
233 Crestmont Dr SW,1150777,Crestmont,SW,T3B,AB,House/Town,4,4.5,2870,401,$1M-2M,4,RE/MAX Complete Realty
30 Walgrove Walk #303,359900,Walden,Other,T2X,AB,Condo/Apt,2,2.0,786,458,$300K-500K,2,Century 21 Bamber Realty Ltd.
53 Redstone Circle NE,359900,Redstone,NE,T3N,AB,House/Town,2,2.5,1127,319,$300K-500K,2,Real Estate Professionals Inc.
3030 17 St SW #109,2000000,South CA,SW,T2T,AB,Condo/Apt,3,2.5,1934,1034,$2M+,3,Listed by Richard Lobsinger
979 Lake Placid Dr SE,2075000,Lake Bonavista,SE,T2J,AB,House/Town,5,2.5,3305,628,$2M+,5+,Cir Realty
15 Everstone Dr SW #336,439900,Evergreen,SW,T2Y,AB,Condo/Apt,2,2.0,1060,415,$300K-500K,2,Royal Lepage Solutions
1823 11 Ave NW,1999900,Hounsfield Heights/Briar Hill,NW,T2N,AB,House/Town,4,4.5,2908,688,$1M-2M,4,RE/MAX Real Estate (Central)
301 10 St NW #315,459900,Hillhurst,NW,T2N,AB,Condo/Apt,2,2.0,733,627,$300K-500K,2,Cir Realty
396 Brae Glen Crescent SW,299900,Brae Glen West,SW,T2W,AB,House/Town,4,2.5,1512,198,< $300K,4,RE/MAX Real Estate (Mountain View)
2319 56 St NE #64,349000,Pineridge,NE,T1Y,AB,Condo/Apt,3,1.5,1005,347,$300K-500K,3,Maxwell Capital Realty
623 Strathcona Dr SW,675000,Strathcona Park,SW,T3H,AB,House/Town,4,3.0,1145,590,$500K-750K,4,Cir Realty
15207 1 St SE #205,364832,Midnapore,SE,T2X,AB,Condo/Apt,2,2.0,890,410,$300K-500K,2,RE/MAX Complete Realty
188 15 Ave SW #804,339900,Beltline,SW,T2R,AB,Condo/Apt,1,1.0,775,439,$300K-500K,1,Century 21 Bamber Realty Ltd.
137 Douglas Woods Close SE,1675000,Douglasdale/Glen,SE,Unknown,AB,House/Town,5,4.5,3651,459,$1M-2M,5+,The Real Estate Company
8231 Elbow Dr SW #206,210000,Chinook Park,SW,T2V,AB,Condo/Apt,2,1.0,853,246,< $300K,2,Listed by Justin Havre
148 Panamount Way NW,510000,Panorama Hills,NW,T3K,AB,House/Town,3,2.5,1158,440,$500K-750K,3,Realty Link Management.Services Ltd.
222 Eagle Ridge Dr SW #4S,1698000,Eagle Ridge,SW,T2V,AB,Condo/Apt,2,2.0,2046,830,$1M-2M,2,Century 21 Bamber Realty Ltd.
711 Poplar Rd SW,750000,Spruce Cliff,SW,T3C,AB,House/Town,5,2.0,1145,655,$750K-1M,5+,RE/MAX House Of Real Estate
3756 36 Ave SW,995000,Rutland Park,SW,T3E,AB,House/Town,6,2.0,1336,745,$750K-1M,5+,RE/MAX Real Estate (Central)
7180 80 Ave NE #101,329900,Saddle Ridge,NE,T3J,AB,Condo/Apt,2,2.0,971,340,$300K-500K,2,Real Broker
39 Tuscany Estates Close NW,949900,Tuscany,NW,T3L,AB,House/Town,4,3.5,2246,423,$750K-1M,4,Charles
2417 2 Ave NW #5,769000,West Hillhurst,NW,T2N,AB,Condo/Apt,3,2.5,1711,449,$750K-1M,3,Real Estate Professionals Inc.
2518 Fish Creek Blvd SW #2117,285000,Evergreen,SW,T2Y,AB,Condo/Apt,2,1.0,845,337,< $300K,2,Urban-Realty.Ca
240 Skyview Ranch Rd NE #4111,299900,Skyview Ranch,NE,T3N,AB,Condo/Apt,2,2.0,800,375,< $300K,2,RE/MAX Complete Realty
95 Burma Star Rd SW #2106,539000,Currie Barracks Axess,SW,T3E,AB,Condo/Apt,3,2.5,1197,450,$500K-750K,3,Cir Realty
156 Tuscany Ridge Common NW,599900,Tuscany,NW,T3L,AB,House/Town,4,2.0,1003,598,$500K-750K,4,Charles
481 New Brighton Dr SE,629900,New Brighton,SE,T2Z,AB,House/Town,3,3.5,1873,336,$500K-750K,3,Charles
44 6A St NE #101,350000,Bridgeland/Riverside,NE,T2E,AB,Condo/Apt,2,2.0,877,399,$300K-500K,2,Cir Realty
81 Auburn Bay Common SE,365000,Mosaic Montage,SE,T3M,AB,House/Town,2,2.0,1163,314,$300K-500K,2,Unison Realty Group Ltd.
91 Panamount Gardens NW,688000,Panorama Hills,NW,T3K,AB,House/Town,4,3.5,1138,605,$500K-750K,4,Grand Realty
2227 Sumac Rd NW,1899900,West Hillhurst,NW,T2N,AB,House/Town,4,4.5,2330,815,$1M-2M,4,RE/MAX Real Estate (Central)
11 Mahogany Row SE #2106,357500,Mahogany,SE,T3M,AB,Condo/Apt,2,2.0,910,393,$300K-500K,2,RE/MAX Landan Real Estate
218 Auburn Crest Green SE,624900,Auburn Bay,SE,T3M,AB,House/Town,3,2.5,1556,402,$500K-750K,3,Exp Realty
1631 17 Ave NW,719000,Capitol Hill,NW,T2M,AB,House/Town,4,3.5,1628,442,$500K-750K,4,RE/MAX Aca Realty
256 Belvedere Dr SE,849988,Belvedere,SE,T2A,AB,House/Town,5,4.0,2482,342,$750K-1M,5+,Maxvalue Realty Ltd.
145 Burma Star Rd SW #213,579000,Currie Barracks,SW,T3E,AB,Condo/Apt,2,2.0,1162,498,$500K-750K,2,Century 21 Elevate Real Estate
60 Beacham Way NW #42,399999,Beddington Heights,NW,T3K,AB,Condo/Apt,2,1.5,1165,343,$300K-500K,2,First Place Realty
346 Covewood Circle NE,449000,Coventry Hills,NE,T3K,AB,House/Town,3,2.0,859,523,$300K-500K,3,Manor Hill Realty Yyc Inc.
1202 13 Ave SW #502,165000,Beltline,SW,T3C,AB,Condo/Apt,1,1.0,763,216,< $300K,1,Royal Lepage Benchmark
1128 Lake Sylvan Place SE,849900,Lake Bonavista,SE,T2J,AB,House/Town,4,3.0,1446,588,$750K-1M,4,Real Broker
82 Tuscany Summit Green NW,750000,Tuscany,NW,T3L,AB,House/Town,4,3.5,1831,410,$750K-1M,4,RE/MAX Real Estate (Central)
8710 Horton Rd SW #516,214900,Haysboro,SW,T2V,AB,Condo/Apt,1,1.0,509,422,< $300K,1,The Real Estate Company
8880 Horton Rd SW #701,255000,Haysboro,SW,T2V,AB,Condo/Apt,1,1.0,704,362,< $300K,1,Cir Realty
350 Regal Park NE,389000,Renfrew,NE,T2E,AB,House/Town,4,2.5,1394,279,$300K-500K,4,RE/MAX Complete Realty
5644 Dalrymple Hill NW,754000,Dalhousie,NW,T3A,AB,House/Town,4,2.5,1366,552,$750K-1M,4,Century 21 Elevate Real Estate
315 Southampton Dr SW #6308,224900,Southwood,SW,T2W,AB,Condo/Apt,2,1.0,802,280,< $300K,2,Exp Realty
40 Sunlake Gardens SE,389000,Classics,SE,T2X,AB,House/Town,2,2.0,1407,276,$300K-500K,2,Century 21 Foothills Real Estate
5720 2 St SW #313,224800,Manchester,SW,T2H,AB,Condo/Apt,1,1.0,687,327,< $300K,1,The Real Estate Company
63 Everstone Place SW,370000,Everstone Place,SW,T2Y,AB,House/Town,2,2.0,941,393,$300K-500K,2,Real Broker
7110 80 Ave NE #114,329900,Saddle Ridge,NE,T3J,AB,Condo/Apt,2,2.0,923,357,$300K-500K,2,Prep Realty
511 Cedarille Crescent SW,798000,Cedarbrae,SW,T2W,AB,House/Town,4,2.5,1306,611,$750K-1M,4,RE/MAX Real Estate (Central)
156 Deerview Way SE,419900,Deer Ridge,SE,T2J,AB,House/Town,3,1.0,839,500,$300K-500K,3,Cir Realty
93 34 Ave SW #217,334900,Parkhill,SW,T2S,AB,Condo/Apt,2,2.0,690,485,$300K-500K,2,Equium Living
11642 Valley Ridge Park NW #222,495000,Valley Ridge,NW,T3B,AB,Condo/Apt,2,2.0,1468,337,$300K-500K,2,Listed by Justin Havre
54 Harvest Rose Place NE,465000,Harvest Hills,NE,T3K,AB,House/Town,3,3.0,1006,462,$300K-500K,3,Greater Property Group
16969 24 St SW #5203,265000,Bridlewood,SW,T2Y,AB,Condo/Apt,2,1.0,842,315,< $300K,2,Listed by Justin Havre
63 Carringvue St NW,809000,Carrington,NW,T3P,AB,House/Town,3,2.5,2220,364,$750K-1M,3,Homecare Realty Ltd.
210 15 Ave SE #2307,449900,Beltline,SE,T2G,AB,Condo/Apt,2,2.0,1028,438,$300K-500K,2,Real Broker
215 Legacy Blvd SE #1405,285000,Legacy,SE,T2X,AB,Condo/Apt,2,2.0,625,456,< $300K,2,Cir Realty
2334 Westmount Rd NW,949900,West Hillhurst,NW,T2N,AB,House/Town,2,2.5,2053,463,$750K-1M,2,RE/MAX Real Estate (Central)
725 4 St NE #303,335000,Renfrew,NE,T2E,AB,Condo/Apt,2,1.0,780,429,$300K-500K,2,Exp Realty
159 Whitman Place NE,614999,Whitehorn,NE,T1Y,AB,House/Town,5,2.5,974,631,$500K-750K,5+,Real Broker
838 19 Ave SW #116,435000,Lower Mount Royal,SW,T2T,AB,Condo/Apt,2,2.0,1172,371,$300K-500K,2,Real Broker
108 Aspen Hills Villas SW,429900,Mosaic Of Aspen Hills,SW,T3H,AB,House/Town,2,1.5,920,467,$300K-500K,2,Listed by Danny Greene
206 16 St NW,500000,Hillhurst,NW,T2N,AB,House/Town,3,1.5,966,518,$500K-750K,3,Century 21 Elevate Real Estate
78 Cranfield Crescent SE,650000,Cranston,SE,T3M,AB,House/Town,3,2.5,1775,366,$500K-750K,3,Exp Realty
114 15 Ave SW #611,409000,Beltline,SW,T2R,AB,Condo/Apt,2,2.0,1011,405,$300K-500K,2,Listed by Justin Havre
2232 25 St SW,874900,Richmond,SW,T3E,AB,House/Town,4,3.5,1780,492,$750K-1M,4,RE/MAX Real Estate (Central)
1727 10A St SW #206,279900,Lower Mount Royal,SW,T2T,AB,Condo/Apt,2,1.0,766,365,< $300K,2,Listed by Breanna Albrecht
279 Copperpond Common SE #4211,289900,Copperfield,SE,T2Z,AB,Condo/Apt,2,2.0,773,375,< $300K,2,Royal Lepage Benchmark
410 210 Ave SW,489000,Goodwin By Anthem,SW,T2X,AB,House/Town,3,2.5,1157,423,$300K-500K,3,Exp Realty
110 Bridlecreek Terrace SW,550000,Bridlewood,SW,T2Y,AB,House/Town,3,2.5,1433,384,$500K-750K,3,Cir Realty
5 Saddlestone Way NE #114,274900,Saddle Ridge,NE,T3J,AB,Condo/Apt,2,1.0,691,398,< $300K,2,Maxvalue Realty Ltd.
1919 17 Ave SW #305,185000,Bankview,SW,Unknown,AB,Condo/Apt,2,1.0,968,191,< $300K,2,Everest Realty And Property Management Corp.
450 8 Ave SE #1405,263000,Downtown East Village,SE,T2G,AB,Condo/Apt,2,1.0,430,612,< $300K,2,Homecare Realty Ltd.
130 Redstone Walk NE #102,224900,Redstone,NE,T2N,AB,Condo/Apt,1,1.0,528,426,< $300K,1,Real Broker
1731 13 St SW #202,294900,Lower Mount Royal,SW,T2T,AB,Condo/Apt,1,1.0,620,476,< $300K,1,The Real Estate Company
3831 Parkhill Place SW,475900,Parkhill,SW,T2S,AB,House/Town,3,2.0,879,541,$300K-500K,3,Century 21 Bravo Realty
335 Scarboro Ave SW,1050000,Scarboro,SW,T3C,AB,House/Town,4,3.0,1656,634,$1M-2M,4,Exp Realty
